id;age;income;seniority;nbpoints;nbproducts;nbpurchases;usecredit;changeconsum;subscription;subscription2;response
1824;45;644.21;27;1;3;25;0;1;0;0;N
1825;47;3361.05;26;1;9;45;0;0.89;0;0;N
1826;38;3095.49;21;3;12;67;15.24;1;708.09;16.13;N
1827;35;1798.98;21;2;11;49;76.22;1.2;2277.3;16.13;O
1828;40;3406.05;16;2;10;50;0;1;0;0;N
1829;38;2570.41;21;2;12;61;0;1;0;49.85;N
1830;45;4455.54;20;1;18;59;0;0.95;0;78.73;N
1831;47;2457.73;27;1;4;51;0;1;0;19.34;O
1832;44;2599.71;21;1;10;50;0;0.9;0;38.95;N
1833;39;44.32;21;0;6;3;0;1;0;0;N
1834;47;1492.24;10;1;11;51;0;1;0;81.27;O
1835;43;2093.21;13;2;9;71;0;1.25;0;0;N
1836;35;2509.67;13;2;7;55;45.73;1;621.28;0;N
1837;35;109.36;13;0;1;6;0;1;0;0;N
1838;34;3342.56;18;2;11;72;0;0.91;0;0;N
1839;40;1613.27;22;2;11;58;48.9;1.1;755.51;39.99;N
1840;37;1810.36;18;2;9;33;0;1;0;32.36;N
1841;35;2955.14;13;3;11;74;91.47;1.33;1034.53;0;N
1842;44;839.03;9;1;3;19;0;1;0;0;N
1843;45;2624.45;8;1;5;67;0;1;0;0;N
1844;40;670.18;7;0;2;22;0;1;0;0;N
1845;36;2206.48;7;1;7;55;0;1;0;0;N
1846;36;1520.15;20;1;14;40;0;1;0;68.15;N
1847;39;463.67;14;0;2;12;0;1;0;0;N
1848;37;1297.94;10;1;7;18;0;1;0;0;N
1849;35;96.74;13;1;8;3;0;1.5;0;0;N
1850;42;2186.34;13;3;10;52;91.67;1;2900.02;44.91;N
1851;43;2491.46;19;1;5;61;0;1;0;0;N
1852;44;2610.04;19;1;6;53;0;1;0;0;N
1853;43;2751.01;15;1;10;66;0;1;0;0;N
1854;32;2254.92;13;1;11;33;0;1.1;0;105.62;N
1855;45;2407.97;6;1;11;44;0;1.33;0;39.25;N
1856;47;319.81;12;0;5;4;0;1;0;0;N
1857;44;1752.3;10;1;10;15;0;1;0;0;N
1858;51;3023.01;9;1;12;43;0;0.77;0;54.01;N
1859;40;3553.34;10;0;11;58;0;1.09;0;65.66;N
1860;39;1723.19;9;2;17;28;60.98;1.13;1805.51;70.23;O
1861;37;1589.48;8;1;13;25;0;1;0;52.05;N
1862;41;2240.48;8;1;9;32;0;0.73;0;22.56;N
1863;43;1904.61;7;0;16;42;0;1.07;0;94.54;N
1864;35;1469.63;15;1;14;50;0;0.93;0;100.22;O
1865;45;1633;10;2;7;35;0;1;0;0;N
1866;48;605.48;25;2;8;22;86.97;1.5;2323.36;0;N
1867;46;2429.89;17;1;8;67;0;1.29;0;0;N
1868;48;1346.66;26;2;8;36;61.23;1;1458.49;0;N
1869;46;392.79;27;1;4;16;0;1;0;0;N
1870;45;4141.25;6;3;20;51;0;1.03;0;115.51;N
1871;31;2722.11;15;3;11;51;0;1.1;0;0;N
1872;77;969.09;22;1;6;15;0;1;0;58.58;N
1873;41;1892.44;12;4;14;59;0;1.08;0;85.56;N
1874;46;3222.43;21;2;14;52;0;1;0;121.49;N
1875;49;923.67;19;1;17;17;0;0.94;0;96.3;N
1876;45;1088.73;18;1;4;25;0;0.75;0;0;N
1877;43;7742.38;18;2;9;45;0;1;0;52.1;N
1878;35;5361.43;21;3;20;71;0;1;0;0;N
1879;46;17.71;24;2;13;26;0;1;322.4;73.86;N
1880;43;285.89;11;0;5;5;0;1.25;0;44.08;N
1881;45;535.28;26;1;8;21;1.52;1.14;115;13.06;O
1882;45;55.29;24;0;2;1;0;1;0;0;N
1883;38;2750.41;19;1;5;48;0;1;0;0;N
1884;42;3026.72;23;1;6;55;0;1;0;22.81;N
1885;42;176.72;22;1;7;20;0;0.86;0;0;N
1886;38;2703.37;12;1;16;93;0;0.94;0;121.6;N
1887;37;1689.49;15;1;7;49;0;1.8;0;0;N
1888;33;733.16;16;1;8;25;0;1.67;0;0;N
1889;39;3253.01;11;2;12;67;0;0.85;0;0;N
1890;31;2289.89;12;3;15;59;0;1.07;0;14.41;N
1891;33;1404.69;8;1;8;39;0;1;0;77.47;N
1892;32;2334.68;17;2;12;61;5.1;1.56;1.27;36.69;N
1893;38;515.81;16;1;4;19;0;1;0;0;N
1894;31;506.93;12;1;5;29;0;1;0;0;N
1895;41;3694.3;18;1;6;81;0;1.17;0;0;N
1896;65;1075.39;14;2;7;32;31.19;1;56.22;131.25;N
1897;44;1776.64;23;1;3;39;0;1;0;0;N
1898;37;1538.81;7;2;10;29;0;1.38;0;22.44;N
1899;45;3529;21;2;14;51;0;0.93;0;0;N
1900;49;3141.44;21;2;20;55;287.55;1.05;10568.02;55.87;N
1901;45;2922.02;13;2;14;47;23.78;1.23;431.9;92.87;N
1902;42;3982.44;10;3;20;63;47.49;1.17;64.87;110.19;N
1903;45;3275.5;25;1;6;41;0;1;0;0;N
1904;37;1852.07;21;1;4;25;0;1;0;0;N
1905;31;2682.6;14;2;9;73;0;1.13;0;21.2;N
1906;41;4151.13;23;2;10;77;0;0.9;0;5.35;N
1907;41;2115.18;21;1;7;53;0;1;0;0;O
1908;38;2148.89;9;1;7;42;0;1;0;12.92;N
1909;40;1679.55;12;1;6;43;0;1;0;0;N
1910;33;1882.78;13;2;15;64;309.37;0.93;1249.24;113.9;N
1911;42;497.09;11;1;3;13;0;1.5;0;0;N
1912;36;2587.9;15;1;12;50;0;1;0;87.55;N
1913;37;2553.21;9;2;13;65;76.22;1.08;2159.71;106.51;N
1914;32;1353.64;7;1;9;58;0;1;0;0;N
1915;47;986.76;15;3;13;20;0;1.36;0;38.75;N
1916;35;3299.34;18;1;13;65;0;1.08;0;87.05;N
1917;38;4204.68;21;2;15;84;12.7;1.07;229.82;0;N
1918;35;2141.56;14;2;12;66;0;1;0;0;N
1919;41;2030.45;21;2;7;52;92.08;1.17;2831.06;0;N
1920;41;2121.61;21;2;10;52;6.44;1.11;6.35;0;N
1921;43;1573.83;25;2;15;60;60.12;1;1492.77;122.29;O
1922;42;2463.73;13;2;10;80;0;1;0;0;N
1923;46;0;18;0;3;1;0;1;0;0;N
1924;36;162.13;8;0;6;9;0;1;0;76.39;N
1925;40;1307.42;17;1;7;35;0;1;0;0;N
1926;40;789.66;18;1;12;63;0;0.92;0;83.46;N
1927;32;2878.1;18;2;10;56;0;1;0;20.32;O
1928;47;2714.1;11;1;17;30;0;1;0;42.17;N
1929;35;1729.25;8;3;16;38;0;1.21;0;0;N
1930;41;1524.04;21;3;15;45;137.2;1;3479.3;64.48;N
1931;39;2155.08;21;1;7;71;0;1;0;0;N
1932;38;1959.97;21;1;8;25;0;1;0;60.81;N
1933;43;4439.77;21;3;8;33;0;1;0;0;N
1934;47;2066.67;22;1;5;32;0;1;0;0;N
1935;39;141.64;20;0;3;8;0;1;0;0;N
1936;41;2328.97;8;1;10;25;0;1.11;0;21.96;N
1937;46;3536.72;21;1;7;64;0;1.6;0;0;N
1938;44;3696.48;21;3;13;61;0;1;0;28.77;N
1939;45;1521.47;14;2;8;53;54.88;1;532.47;43.82;N
1940;35;2487.92;11;1;11;32;0;1;0;0;N
1941;42;2222.6;17;1;9;39;0;0.89;0;0;N
1942;45;2069.18;20;0;5;33;0;1;0;0;N
1943;37;2832.58;18;2;9;66;0;1;0;0;N
1944;47;3676.67;27;1;7;61;0;0.86;0;3.54;N
1945;37;1483.71;17;2;6;30;45.73;1;549.36;0;N
1946;44;753.7;21;1;7;35;0;1.8;0;0;N
1947;44;3203.2;15;2;6;42;91.47;1;2967.37;0;N
1948;43;1134.45;20;1;6;37;0;1.75;0;0;N
1949;40;1046.95;21;0;14;22;0;1.08;0;72.64;N
1950;41;1742.53;14;1;7;61;0;1;0;34.74;N
1951;37;2546.74;21;1;13;57;0;1;0;17.75;N
1952;33;1439.32;17;2;11;50;0;1;0;15.23;N
1953;39;3121.03;12;1;10;66;0;1;0;15.62;O
1954;38;3185.25;13;2;10;64;0;1;0;0;N
1955;49;691.63;21;2;10;72;0;0.54;0;20.41;N
1956;37;1066.4;19;2;9;49;26.42;2;968.7;65.98;N
1957;34;0;8;0;8;1;0;0.88;0;0;N
1958;36;2135;21;2;8;54;1.02;2.2;0;0;N
1959;47;2580.58;14;1;4;37;0;1;0;0;N
1960;36;3495.73;12;2;8;47;0;1;0;0;N
1961;38;3004.77;12;2;6;78;0;0.83;0;0;N
1962;42;919.12;12;2;7;41;33.58;1;112.74;50.6;N
1963;54;1349.26;15;2;10;28;60.98;1;1204.46;43.59;N
1964;38;647.85;12;2;6;39;21.09;1.17;464.54;0;N
1965;42;910.48;10;1;3;16;0;1;0;0;N
1966;39;195.72;10;2;4;4;91.47;1;1731.8;0;N
1967;38;4465.32;14;4;17;45;0;0.94;0;0;N
1968;34;1790.12;8;1;6;27;0;1.2;0;0;N
1969;45;1231.34;8;1;8;26;0;0.88;0;75.45;N
1970;42;2878.93;21;4;18;53;152.45;1.12;2535.59;55.6;N
1971;35;1576.22;15;1;7;27;0;1;0;0;N
1972;45;2801.97;21;1;20;22;0;1.17;0;0;N
1973;40;2233.41;21;1;13;57;0;1.17;0;0;N
1974;35;2122.72;18;1;9;66;0;1.57;0;0;N
1975;74;1339.85;24;2;10;19;0;1.38;0;63.18;N
1976;40;1625.55;21;2;16;65;94.86;1.07;2350.25;64.42;N
1977;57;681.96;25;2;7;41;12.47;1.8;83.98;106.52;N
1978;37;3900.48;11;2;14;27;0;1.23;0;65.72;N
1979;71;2972.85;21;1;16;34;0;1.29;0;131.04;N
1980;41;3113.65;17;3;18;70;91.6;1.12;3024.76;84.53;O
1981;45;1636.08;28;2;11;30;0;2.14;0;0;N
1982;34;3348.35;16;1;4;58;0;1;0;0;N
1983;47;2202.59;21;3;15;82;45.73;1.14;621.96;66.72;O
1984;45;1618.32;17;0;12;14;0;1;0;27.23;N
1985;49;1115.75;21;2;8;23;0;1;0;0;N
1986;44;565.33;21;2;8;20;20.32;1;62.43;0;N
1987;43;2246.09;21;1;3;47;0;1;0;0;N
1988;37;1631.31;13;1;7;44;0;1;0;26.17;N
1989;42;978.17;13;3;14;39;91.47;1;1850.65;51.02;N
1990;33;2735.65;11;1;10;51;0;1;0;40.08;N
1991;53;3611.24;21;3;19;40;26.68;1.06;303.12;44.78;O
1992;47;1685.89;17;1;4;27;0;1;0;0;N
1993;44;622.59;15;1;8;12;0;1;0;0;N
1994;40;1442.99;16;1;12;39;0;1.18;0;0;N
1995;41;2764.83;20;2;7;44;91.47;1;2841.6;0;O
1996;45;1359.91;18;1;3;66;0;0.67;0;0;N
1997;45;2815.51;23;1;8;42;0;1;0;0;N
1998;33;2448.61;17;2;16;45;0;1;0;0;N
1999;38;2643.85;15;4;20;52;172.88;1.33;777.01;43.51;O
2000;48;142.98;17;0;2;3;0;1;0;0;N
2001;29;5059.38;13;3;17;82;4.57;1.36;87.71;0;N
2002;36;522.09;12;1;7;18;0;1;0;0;N
2003;44;4284.09;10;4;20;94;32.27;1.26;441.97;131.17;O
2004;36;2520.34;11;1;6;53;0;1;0;0;N
2005;38;1781.02;12;2;5;45;45.73;1;630.22;0;N
2006;36;4620.43;12;2;15;69;0;1;0;0;N
2007;48;536.37;10;1;10;31;0;1;0;83.55;N
2008;37;52.94;13;0;4;2;0;1;0;0;N
2009;35;2257.58;10;1;5;59;0;1;0;0;N
2010;37;1579.97;9;1;9;43;0;0.89;0;0;N
2011;31;3029.86;12;2;12;42;0;1;0;0;N
2012;40;1143.97;8;2;15;47;0;1;0;20.54;N
2013;40;2310.09;19;1;6;30;0;0.83;0;33.01;N
2014;38;3060.14;8;1;11;62;0;2;0;64.28;N
2015;42;6479.56;21;2;20;82;92.08;1.05;2587.58;74.94;O
2016;35;1944.36;17;2;7;29;29.34;1.17;595.68;0;N
2017;41;1462.55;14;1;15;33;0;1.23;0;0;N
2018;63;3055.75;13;4;19;56;126.71;1.11;1542.43;8;O
2019;42;3062.56;10;1;11;50;0;1;0;18.34;N
2020;46;2719.39;24;3;19;64;10.16;0.95;81.2;117.86;O
2021;39;2109.63;16;2;10;55;137.2;1;3671.77;0;O
2022;49;2555.4;15;2;8;11;0;1;0;0;N
2023;41;1558.94;15;2;10;48;0;1;0;0;N
2024;46;1496.75;24;3;16;52;60.98;1.13;1352.09;84.55;N
2025;36;761.42;18;3;13;32;0;1.27;0;53.83;N
2026;36;1781.13;13;2;20;83;61.39;1.05;1073.99;64.18;N
2027;38;2519.21;12;2;14;58;213.43;1.08;5006.01;65.49;N
2028;37;2522;21;3;14;70;0;0.93;0;62.55;N
2029;42;1216.33;23;1;6;31;76.59;1;688.9;0;N
2030;35;2275.97;21;2;10;29;76.73;1.11;1174.65;0;N
2031;40;1472.74;23;1;7;24;0;1;0;0;N
2032;54;1445.84;21;1;11;23;0;1.09;0;59.61;O
2033;40;903.39;21;0;7;31;0;1;0;0;N
2034;53;1451.32;25;1;9;30;0;1;0;111.64;N
2035;42;3251.62;23;2;6;51;106.71;1;2941.9;0;N
2036;66;1021.58;21;1;10;31;0;1;0;112.04;N
2037;33;1859.56;18;2;15;52;0;1.64;0;0;N
2038;58;2381.75;21;2;20;24;0;0.9;0;27.57;O
2039;43;1332.06;24;1;12;55;84.32;1.09;524.8;109.85;O
2040;43;5284.49;18;3;8;31;0;1;0;36.5;O
2041;38;1826.84;19;1;3;18;0;1;0;0;N
2042;44;2120.69;15;2;8;53;0;1;0;0;N
2043;33;3196.03;18;1;10;29;0;1.11;0;0;N
2044;44;4377.23;18;3;20;32;0;1.05;0;78.72;O
2045;45;2535.57;13;2;14;78;21.34;1.45;594.81;82.36;N
2046;45;1818.31;15;0;8;28;0;1;0;0;N
2047;38;5686.3;20;3;19;120;148.35;0.86;419.1;74.99;N
2048;44;2942.05;26;2;14;54;26.44;1.45;0;0;N
2049;47;2980.77;19;2;14;75;0;1;0;0;N
2050;45;3176.33;18;1;12;29;0;0.92;0;18.94;N
2051;37;2190.57;15;3;14;65;0.76;1.08;0;42.58;N
2052;43;563.23;21;1;11;18;0;1.33;0;56.15;N
2053;45;2731.46;14;3;10;50;0.34;1.22;5.42;0;N
2054;47;27.71;14;1;10;16;0;1;0;40.86;N
2055;48;3505.1;28;1;12;39;0;1;0;0;N
2056;33;1568.6;9;1;4;48;0;1;0;0;N
2057;46;2985.1;14;2;5;61;0;1;0;0;N
2058;40;230.41;10;0;1;23;0;1;0;0;N
2059;47;367.98;27;3;11;22;51.58;1.63;1235.45;0;N
2060;31;2499.83;15;0;5;29;0;1;0;0;N
2061;44;2998.83;23;2;9;15;0;1.13;0;0;N
2062;46;937.09;27;2;9;50;91.47;1.25;2755.49;65.47;N
2063;33;2955.95;16;1;10;52;0;1;0;0;N
2064;46;2657.48;26;2;8;32;60.98;1;1147.09;42.52;N
2065;45;2283.14;21;3;18;66;61.15;0.95;1195.36;66.68;N
2066;31;2104.56;14;2;8;49;91.47;1;2429.27;0;N
2067;45;3609.88;15;2;11;81;0;1;0;83.98;N
2068;31;988.04;12;2;10;18;622.11;1;2381.62;49.33;N
2069;42;3446.81;18;1;12;75;0;1;0;17.94;N
2070;38;1248.61;21;1;4;39;0;1;0;28.69;N
2071;72;170.96;21;1;15;8;0;1;0;126.14;N
2072;36;1239.21;18;1;5;38;0;1;0;18.67;O
2073;37;3388.87;21;1;12;65;0;1;0;102.92;N
2074;47;1894.14;26;2;6;73;0;1;0;0;N
2075;43;5548.06;9;2;9;46;0;1;0;0;N
2076;36;13127.53;8;3;17;39;203.82;1.36;531.43;25.92;N
2077;36;684.58;12;1;4;34;0;1;0;0;N
2078;31;1441.34;7;1;11;23;0;1;0;0;N
2079;40;0;11;0;4;1;;1;0;0;N
2080;43;2308.26;10;1;7;51;0;1;0;0;N
2081;37;1875.72;18;2;13;56;91.47;1;1338.73;69.08;O
2082;42;5454.24;7;2;13;44;0;1;0;0;N
2083;43;;7;0;6;1;;1;0;0;N
2084;45;278.16;15;1;10;21;0;0.9;0;0;N
2085;45;3188.85;13;2;17;69;92.08;1.13;2718.71;80.78;N
2086;42;562.3;23;2;4;6;76.22;1;1906.82;0;N
2087;46;3867.84;28;1;8;32;0;1;0;0;N
2088;34;3004.09;20;2;13;57;0;1.17;0;0;N
2089;43;1541.63;26;3;11;46;5.25;1.2;22.03;0;N
2090;45;2702.33;14;3;20;50;0;1.05;0;11.68;N
2091;35;17.32;13;1;6;2;0;1;0;0;N
2092;41;2515.58;21;1;4;47;0;1;0;0;N
2093;38;2257.05;21;1;4;72;0;1;0;0;N
2094;32;72.93;16;0;2;5;0;1;0;0;N
2095;35;3734.92;19;1;14;22;0;1.08;0;0;N
2096;43;179.95;24;1;8;4;2.44;2.2;0;0;N
2097;42;91.71;21;0;2;1;0;1;0;0;N
2098;33;952.46;17;1;4;19;0;1.33;0;0;N
2099;44;1183.1;22;1;7;35;0;1;0;34.27;N
2100;50;139;19;3;19;19;216.15;1.24;5888.53;59.81;N
2101;44;2881.82;18;1;11;42;0;1;0;0;N
2102;44;152.45;19;0;4;1;0;0.6;0;0;N
2103;41;3715.78;21;1;6;75;0;1;0;0;N
2104;51;3086.74;21;2;19;42;0;1;0;95.4;O
2105;43;70.57;16;1;4;16;0;1;0;0;N
2106;33;2685.84;19;1;11;58;0;1;0;0;O
2107;34;829.25;18;2;8;31;0;2;0;0;N
2108;46;71.71;21;4;17;43;0;1.27;0;0;O
2109;36;99.15;12;0;7;1;0;0.86;0;0;N
2110;47;2160.18;17;2;14;62;0;1.07;0;72.9;N
2111;43;5288.41;14;2;15;68;0;1.07;0;0;N
2112;36;2218.01;21;1;8;38;0;1;0;0;N
2113;40;193.27;12;1;3;6;0;1;0;0;N
2114;39;1412.13;13;1;8;37;0;1.29;0;0;N
2115;37;2387.02;13;2;10;45;0;1.5;0;91.59;O
2116;64;1540.51;21;1;12;31;0;1;0;88.09;N
2117;41;1382.52;20;1;4;38;0;0.75;0;0;N
2118;43;1500;26;1;6;36;0;1.17;0;0;N
2119;37;2000.63;21;1;4;58;0;1;0;0;N
2120;40;1340.21;6;1;11;26;0;1.44;0;109.69;N
2121;42;2522.67;14;1;10;46;0;1.11;0;0;N
2122;44;1081.56;17;4;11;29;0;1.2;0;51.13;N
2123;44;851.35;21;1;5;18;0;1;0;0;N
2124;43;2725.61;21;1;7;53;0;1;0;0;N
2125;46;2393.27;11;2;7;72;137.2;1;3291.58;0;O
2126;41;1389.38;21;3;12;31;0;0.71;3013.72;43.7;N
2127;55;2714.17;30;2;12;44;236.03;1;1504.7;56.38;O
2128;43;2510.51;19;2;8;32;152.45;1;1016.68;0;N
2129;36;286.15;21;0;6;4;0;1;0;0;N
2130;41;3235.37;8;2;14;23;155.97;0.47;659.41;26.13;N
2131;37;2087.93;11;4;18;44;114.28;1;3210.32;14.53;N
2132;47;1014.58;11;0;8;11;0;1;0;49.65;N
2133;46;396.52;16;1;3;11;0;1;0;0;O
2134;37;212.6;10;0;6;4;0;0.83;0;54.1;N
2135;43;3861.81;8;3;17;59;195.75;1;366.1;87.83;N
2136;35;3857.5;7;2;13;46;7.11;1.08;244.45;0;N
2137;40;2370.64;7;3;14;30;0;1;0;15.03;N
2138;42;1090;12;0;5;25;0;1.25;0;0;N
2139;48;2175.09;14;1;5;32;0;1;0;0;N
2140;50;1060.08;21;1;7;28;0;1;0;108.96;N
2141;46;1290.73;18;2;12;28;0;1.56;0;82.67;N
2142;39;2959.91;14;2;10;61;0;1.22;0;0;N
2143;42;2214.13;16;1;7;46;0;1;0;0;N
2144;44;1863.82;9;1;3;37;0;2;0;10.42;N
2145;36;684.04;14;0;2;21;0;1;0;0;N
2146;33;1345.08;10;3;16;40;0;1.38;0;21.84;O
2147;40;3486.1;19;1;4;50;0;1.33;0;0;N
2148;34;265.32;6;2;13;45;12.63;1.27;707.64;7.57;O
2149;67;50.98;21;0;9;2;0;1;0;151.17;N
2150;43;2042.31;22;1;5;63;0;2;0;0;N
2151;42;607.49;21;1;6;18;0;0.83;0;4.24;N
2152;41;1430.23;17;4;16;48;62.36;1.38;1226.41;81.55;O
2153;41;68.65;19;0;3;2;0;1;0;0;N
2154;35;2121.44;15;1;10;62;0;1.5;0;6.52;N
2155;45;3243.48;13;2;12;54;0;1.09;0;0;N
2156;42;3448.05;21;2;11;63;254.08;1;9399.23;20.38;N
2157;41;1187;16;1;2;39;0;1;0;0;N
2158;38;822.62;14;1;4;24;0;1;0;47.56;N
2159;43;2387.51;20;1;8;50;0;1;0;18.28;N
2160;44;1302.02;14;1;5;28;0;1.5;0;0;N
2161;46;1156.57;21;1;8;13;0;1;0;98.16;N
2162;39;3451.02;15;4;20;80;0;1;0;0;O
2163;48;1889.39;12;2;6;57;0;1.2;0;0;N
2164;40;0;21;0;5;1;0;1;0;0;N
2165;42;1270.94;21;3;11;43;58.44;1.2;489.61;19.78;N
2166;37;2249.71;21;2;7;51;0;1;0;0;N
2167;43;1531.47;23;0;5;50;0;1.25;0;0;N
2168;41;1522.47;22;2;14;37;12.45;1.8;242.11;72.22;N
2169;32;4465.31;17;2;20;39;0;1.05;0;110.4;O
2170;49;1594.25;10;2;13;44;0;1.08;0;46.09;N
2171;46;2931.25;19;3;14;46;227.18;0.87;1255.22;72.32;N
2172;37;2404.31;16;1;9;51;0;1.13;0;18.67;N
2173;38;3933.1;13;2;9;56;0;1;0;0;O
2174;41;1996.64;6;0;4;9;0;1;0;0;N
2175;43;4131.9;21;2;9;54;0;1.13;0;11.11;N
2176;43;3121.13;13;2;4;77;0;1;0;0;N
2177;41;2038.96;11;0;4;30;0;1;0;0;N
2178;37;2268.16;14;2;12;33;214.76;1.09;180.89;10.59;N
2179;40;1084.24;21;1;11;49;0;0.91;0;0;N
2180;34;2760.36;18;3;11;81;132.18;0.91;548.04;0;N
2181;44;8266.39;21;1;20;45;0;1.04;0;85.08;N
2182;41;6445.09;21;2;15;71;0;1;0;27.37;N
2183;57;1359.77;10;2;13;29;218.51;1.36;1887.88;53.42;N
2184;40;2705.07;22;0;4;10;0;1;0;0;N
2185;40;1390.77;19;2;7;43;0;1;0;28.08;N
2186;34;2520.03;8;1;5;37;0;1;0;0;N
2187;47;1695.57;13;2;16;60;139.22;1;4356.03;42.65;O
2188;33;47.01;15;1;4;3;0;1;0;0;N
2189;47;1861.22;24;2;9;63;61.39;1;1498.95;13.77;O
2190;38;3108.14;13;3;14;52;105.44;0.8;220.03;52.17;N
2191;43;12760.54;12;3;12;41;189.64;1.09;528.46;0;N
2192;38;2343.49;12;2;17;30;0;1.2;0;12.28;N
2193;46;1774.1;11;1;9;39;0;1;0;0;N
2194;40;588.8;11;0;2;11;0;1;0;0;N
2195;44;6380.85;11;3;16;48;95.28;1.07;1836.76;0;O
2196;38;2314.89;18;1;11;49;0;1;0;74.61;N
2197;36;3620.95;10;3;15;45;60.98;1;324.24;0;N
2198;35;309.42;10;1;3;10;0;1;0;0;N
2199;47;4480.42;10;1;12;25;0;0.92;0;35.14;N
2200;33;364.44;10;0;3;19;0;1;0;0;N
2201;42;2367.36;10;1;10;22;0;1;0;0;O
2202;42;2910.44;8;1;9;49;0;1;0;15.23;N
2203;40;1175.54;7;1;16;45;0;1.21;0;0;N
2204;32;3069.94;7;1;12;76;0;1;0;84.08;N
2205;37;1734.85;7;2;9;41;1.02;1.57;0;0;N
2206;37;1063.22;7;1;6;29;0;0.83;0;0;N
2207;41;1440.11;7;0;4;21;0;1.33;0;0;N
2208;40;2244.53;10;1;6;51;0;1;0;0;N
2209;38;2294.04;18;2;15;47;110.52;1.23;3012.02;127.88;N
2210;48;1620.53;29;2;4;22;56.82;1;791.08;0;N
2211;47;2446.7;27;1;8;41;0;0.88;0;18.38;N
2212;45;2467.81;23;3;10;63;0;1;0;41.96;N
2213;44;3361.51;16;2;9;50;0;1;0;0;N
2214;38;3059.18;20;2;15;78;0;1;0;132.36;N
2215;45;2818.08;21;1;20;48;0;1.05;0;19.33;N
2216;47;2432.02;21;1;12;48;0;0.92;0;0;N
2217;40;2868.07;14;1;10;72;0;1.11;0;3.06;N
2218;38;186.62;17;1;3;8;0;1;0;0;N
2219;46;1962.71;28;1;12;24;0;1;0;113.51;N
2220;40;1564.94;21;2;10;31;0;1;0;26.17;N
2221;40;3529.01;13;2;11;67;0;1;0;0;N
2222;34;1598.76;5;2;11;47;0;1;0;0;N
2223;36;2515;16;2;15;41;0;1.14;0;0;N
2224;40;1119.18;21;1;6;42;0;1.2;0;0;N
2225;38;1142.96;21;1;15;39;0;1;0;21.33;N
2226;36;3123.63;20;3;20;67;0;1.2;0;0;N
2227;32;2572.02;15;2;13;34;0;1.08;0;0;N
2228;39;1905.09;16;2;10;45;57.57;1.5;904.09;0;N
2229;36;3182.45;19;2;10;72;0;1;0;0;N
2230;33;661.84;16;1;6;19;0;0.71;0;44.68;N
2231;33;1351.65;16;1;13;32;0;0.92;0;0;N
2232;36;2427.69;21;1;19;46;0;1;0;0;N
2233;41;2860.72;21;3;20;51;80.03;1.07;1747.08;66.34;O
2234;37;199.08;12;1;5;10;0;0.8;0;0;N
2235;35;2259.38;10;1;8;25;0;1;0;23.4;N
2236;44;1804.01;20;3;15;61;60.98;1;1242.56;44.33;N
2237;40;1533.06;12;2;5;31;0;1;0;0;N
2238;34;1058.91;10;1;4;35;0;1;0;0;N
2239;46;90.61;10;1;12;33;0;0.92;0;25.71;N
2240;46;2233.98;9;1;14;49;0;1;0;72.39;N
2241;44;1173.68;22;1;10;26;0;1;0;65.6;N
2242;44;4242.18;7;2;10;50;0;1;0;0;N
2243;42;3603.59;15;2;18;51;0;1.12;0;41.17;N
2244;38;2482.35;17;1;10;53;0;1.22;0;0;N
2245;46;3782.04;19;2;8;63;61.39;1.29;1449.85;0;N
2246;39;2557.99;21;2;16;56;95.16;1.29;533.7;51.78;N
2247;41;2279.22;15;1;15;56;0;1.23;0;0;N
2248;39;3721.96;9;2;20;41;0;1;0;156.75;O
2249;43;2604.45;21;1;8;76;0;1;0;0;N
2250;41;3515.74;21;5;18;76;0;1.12;0;104.55;N
2251;37;2871.4;9;3;20;60;248.14;1.14;155.87;71.17;N
2252;40;1282.08;19;1;3;27;0;1;0;0;N
2253;39;2513.52;20;3;11;61;64.33;1.33;1506.97;0;N
2254;39;2359.21;13;1;6;69;0;1.2;0;33.95;N
2255;37;3054.24;19;1;7;77;0;0.86;0;0;N
2256;41;108.68;13;1;6;6;95.28;1;811.25;0;N
2257;39;1234.28;19;0;3;1;0;0.67;0;0;N
2258;46;2273.71;25;1;18;69;0;1;0;87.22;N
2259;38;2268.11;16;2;5;55;137;1;154.54;0;N
2260;45;4173.42;16;2;20;50;1.02;1.1;0;81.12;N
2261;36;2553.59;12;1;6;53;0;1;0;84.16;N
2262;40;16953.92;21;2;17;15;0;1.13;0;4.31;N
2263;44;1551.91;11;2;12;38;64.79;1.3;558.29;88.21;O
2264;39;3491.85;18;2;14;61;93.3;1.33;2669.92;54.13;N
2265;42;4333.48;10;3;20;65;0.76;1.24;0;91.32;N
2266;36;1546.54;19;1;5;22;0;1;0;0;N
2267;38;0;8;0;4;1;0;1;0;0;N
2268;42;731.25;12;1;6;17;244.95;0.83;682.71;0;N
2269;36;712.21;9;1;4;33;0;1;0;0;N
2270;33;4175.76;14;1;12;68;0;1.4;0;15.82;N
2271;36;7057.27;8;2;15;61;0;0.93;0;17.95;N
2272;35;2593.53;16;1;12;67;0;0.92;0;58.55;N
2273;48;518.04;21;1;4;22;0;1;0;0;N
2274;43;2906.09;19;1;12;56;0;1.09;0;42.3;O
2275;44;2908.53;20;1;18;67;214.85;1.19;4295.77;116.04;N
2276;40;2088.23;11;2;11;54;337.19;1;2774.76;59.96;O
2277;35;2080.59;18;2;11;67;0;0.91;0;3.83;N
