income;logincome;sqrtincome
1332.68;7.2;36.51
930.16;6.84;30.5
1065.63;6.97;32.64
1229.12;7.11;35.06
1582.72;7.37;39.78
2789.72;7.93;52.82
2325.37;7.75;48.22
2188.7;7.69;46.78
1852.44;7.52;43.04
1522.91;7.33;39.02
733.79;6.6;27.09
7872.29;8.97;88.73
1191.69;7.08;34.52
1923.67;7.56;43.86
2290.97;7.74;47.86
2367.54;7.77;48.66
2653.49;7.88;51.51
2277.6;7.73;47.72
896.5;6.8;29.94
4931.72;8.5;70.23
2168.92;7.68;46.57
548.74;6.31;23.43
1036.59;6.94;32.2
2156.35;7.68;46.44
1771.9;7.48;42.09
4115.38;8.32;64.15
235.06;5.46;15.33
1790.22;7.49;42.31
3737.96;8.23;61.14
1616.5;7.39;40.21
2434.75;7.8;49.34
1786.77;7.49;42.27
981.96;6.89;31.34
3551.94;8.18;59.6
1683.71;7.43;41.03
2535.15;7.84;50.35
1753.88;7.47;41.88
1608.96;7.38;40.11
2059.66;7.63;45.38
1883.83;7.54;43.4
2777.19;7.93;52.7
2829.38;7.95;53.19
3381.85;8.13;58.15
4236.58;8.35;65.09
941.98;6.85;30.69
4684.64;8.45;68.44
3347;8.12;57.85
7784.49;8.96;88.23
2630;7.88;51.28
4755.15;8.47;68.96
2723.91;7.91;52.19
2981.61;8;54.6
2524.57;7.83;50.25
1319.73;7.19;36.33
1091.87;7;33.04
1803.47;7.5;42.47
1989.5;7.6;44.6
3556.09;8.18;59.63
821.77;6.71;28.67
3525.75;8.17;59.38
3953.65;8.28;62.88
2077.25;7.64;45.58
2031.88;7.62;45.08
1374.12;7.23;37.07
1346.32;7.21;36.69
3163.86;8.06;56.25
3772.2;8.24;61.42
3401.69;8.13;58.32
1266.41;7.14;35.59
1911.76;7.56;43.72
1702.26;7.44;41.26
3441.57;8.14;58.66
4308.82;8.37;65.64
1223.37;7.11;34.98
3496.5;8.16;59.13
2111.78;7.66;45.95
3312.15;8.11;57.55
680.61;6.52;26.09
2543.57;7.84;50.43
1848.71;7.52;43
703.56;6.56;26.52
3695.09;8.22;60.79
1803.81;7.5;42.47
1184.16;7.08;34.41
2639.98;7.88;51.38
1580.46;7.37;39.76
4197.72;8.34;64.79
1973.9;7.59;44.43
2977.52;8;54.57
2512.91;7.83;50.13
2860.99;7.96;53.49
2479.37;7.82;49.79
3504.17;8.16;59.2
424.79;6.05;20.61
3682.45;8.21;60.68
5168.39;8.55;71.89
2177.49;7.69;46.66
2243.28;7.72;47.36
2275.55;7.73;47.7
2035;7.62;45.11
2111.27;7.66;45.95
689.44;6.54;26.26
2800.97;7.94;52.92
2698.04;7.9;51.94
1747.19;7.47;41.8
1140.27;7.04;33.77
1892.72;7.55;43.51
1481;7.3;38.48
1913.15;7.56;43.74
1328.6;7.19;36.45
2400.43;7.78;48.99
2418.79;7.79;49.18
1155.9;7.05;34
3106.33;8.04;55.73
2271.1;7.73;47.66
1806.48;7.5;42.5
3513.36;8.16;59.27
2174.32;7.68;46.63
2226.5;7.71;47.19
1956.88;7.58;44.24
1084.02;6.99;32.92
1177.34;7.07;34.31
3726.5;8.22;61.05
2680.89;7.89;51.78
1141.67;7.04;33.79
1436.16;7.27;37.9
1398.69;7.24;37.4
1185.96;7.08;34.44
3079.75;8.03;55.5
4275.63;8.36;65.39
146.96;5;12.12
1083.48;6.99;32.92
457.21;6.13;21.38
2597.45;7.86;50.97
3095.44;8.04;55.64
1530.29;7.33;39.12
3575.59;8.18;59.8
2519.29;7.83;50.19
2036.02;7.62;45.12
1848.44;7.52;42.99
3783.27;8.24;61.51
666.21;6.5;25.81
2584.59;7.86;50.84
1537.66;7.34;39.21
2641.19;7.88;51.39
3908.45;8.27;62.52
2253.97;7.72;47.48
4474.79;8.41;66.89
2639.74;7.88;51.38
3532.94;8.17;59.44
7052.05;8.86;83.98
2018.43;7.61;44.93
1296.03;7.17;36
2927.25;7.98;54.1
1141.87;7.04;33.79
1479.3;7.3;38.46
1890.98;7.55;43.49
3148.98;8.06;56.12
2752.47;7.92;52.46
2548.17;7.84;50.48
815.26;6.7;28.55
1969.67;7.59;44.38
2545.61;7.84;50.45
3281.22;8.1;57.28
1247.23;7.13;35.32
1381.83;7.23;37.17
1820.2;7.51;42.66
1298.63;7.17;36.04
1559.85;7.35;39.49
2518.57;7.83;50.19
3673.05;8.21;60.61
6488.1;8.78;80.55
2104.35;7.65;45.87
2055.64;7.63;45.34
695.17;6.55;26.37
4324.05;8.37;65.76
592.43;6.39;24.34
4429.21;8.4;66.55
2890.28;7.97;53.76
1980.31;7.59;44.5
1912.13;7.56;43.73
3175.75;8.06;56.35
6660.77;8.8;81.61
629.69;6.45;25.09
1362.33;7.22;36.91
1188.81;7.08;34.48
2060.48;7.63;45.39
5738.21;8.66;75.75
3868.4;8.26;62.2
1432.49;7.27;37.85
2317.12;7.75;48.14
2836.53;7.95;53.26
3605.74;8.19;60.05
845.08;6.74;29.07
1836.47;7.52;42.85
7944.9;8.98;89.13
1128.73;7.03;33.6
2219.78;7.71;47.11
2198;7.7;46.88
2426.29;7.79;49.26
1551.17;7.35;39.38
4391.76;8.39;66.27
3464.85;8.15;58.86
1441.46;7.27;37.97
2488.99;7.82;49.89
3000.22;8.01;54.77
2892.45;7.97;53.78
1766.74;7.48;42.03
572.92;6.35;23.94
1461.29;7.29;38.23
1809.68;7.5;42.54
1192.42;7.08;34.53
1859.54;7.53;43.12
952.02;6.86;30.85
4433.17;8.4;66.58
1451.75;7.28;38.1
889.08;6.79;29.82
;;
1655.03;7.41;40.68
1050.86;6.96;32.42
3690.4;8.21;60.75
2836.79;7.95;53.26
546.71;6.31;23.38
1151.78;7.05;33.94
1370.08;7.22;37.01
779.56;6.66;27.92
1186.66;7.08;34.45
1290.33;7.16;35.92
4142.75;8.33;64.36
2361.66;7.77;48.6
2234.7;7.71;47.27
2249.07;7.72;47.42
2475.73;7.81;49.76
2051.56;7.63;45.29
1293.87;7.17;35.97
2749.26;7.92;52.43
113.13;4.74;10.64
1904.46;7.55;43.64
1671.81;7.42;40.89
1376.71;7.23;37.1
995.9;6.9;31.56
911.26;6.82;30.19
2173.74;7.68;46.62
2589.67;7.86;50.89
1253.72;7.13;35.41
2272.4;7.73;47.67
723.13;6.58;26.89
3753.67;8.23;61.27
2090.17;7.65;45.72
2069.93;7.64;45.5
2175.68;7.69;46.64
3160;8.06;56.21
1804.01;7.5;42.47
697.76;6.55;26.42
3326.56;8.11;57.68
784.3;6.67;28.01
1867.83;7.53;43.22
2054.03;7.63;45.32
2431.82;7.8;49.31
1520.6;7.33;38.99
1792.86;7.49;42.34
2219.55;7.71;47.11
1822.64;7.51;42.69
2756.15;7.92;52.5
1988.36;7.6;44.59
1179.5;7.07;34.34
2571.73;7.85;50.71
1980.81;7.59;44.51
3389.9;8.13;58.22
3456.99;8.15;58.8
2011.69;7.61;44.85
2698.9;7.9;51.95
2776.22;7.93;52.69
1264.42;7.14;35.56
1818.68;7.51;42.65
1364.29;7.22;36.94
1187.3;7.08;34.46
2052.47;7.63;45.3
4472.68;8.41;66.88
1061.11;6.97;32.57
1125.67;7.03;33.55
714.17;6.57;26.72
1262.99;7.14;35.54
3021.54;8.01;54.97
2364.86;7.77;48.63
3297.54;8.1;57.42
1605.76;7.38;40.07
2716.41;7.91;52.12
1298.51;7.17;36.03
1923.77;7.56;43.86
4603.41;8.43;67.85
456.17;6.13;21.36
3654.49;8.2;60.45
2004.68;7.6;44.77
744.13;6.61;27.28
35.79;3.61;5.98
1485.22;7.3;38.54
2328.44;7.75;48.25
1925.01;7.56;43.87
2873.16;7.96;53.6
2340.05;7.76;48.37
2395.18;7.78;48.94
3800.56;8.24;61.65
1805.5;7.5;42.49
5865.22;8.68;76.58
5971.22;8.69;77.27
1982.88;7.59;44.53
2058.18;7.63;45.37
6818.63;8.83;82.58
2875.28;7.96;53.62
3189.34;8.07;56.47
3320.09;8.11;57.62
996.84;6.91;31.57
1506.24;7.32;38.81
224.83;5.42;14.99
3257.21;8.09;57.07
2790.85;7.93;52.83
5498.41;8.61;74.15
1627.3;7.4;40.34
1309.92;7.18;36.19
3016.01;8.01;54.92
4068.5;8.31;63.78
5398.51;8.59;73.47
1288.54;7.16;35.9
2579.61;7.86;50.79
2833.29;7.95;53.23
1826.01;7.51;42.73
5121.17;8.54;71.56
1282.65;7.16;35.81
1887.61;7.54;43.45
1325.56;7.19;36.41
2925.98;7.98;54.09
1569.83;7.36;39.62
1252.34;7.13;35.39
2636.55;7.88;51.35
3194.31;8.07;56.52
1769.34;7.48;42.06
2037.78;7.62;45.14
2061.86;7.63;45.41
3754.3;8.23;61.27
3035.92;8.02;55.1
616.76;6.43;24.83
1764.67;7.48;42.01
1168.14;7.06;34.18
3579.08;8.18;59.83
1271.05;7.15;35.65
1779.32;7.48;42.18
2344.22;7.76;48.42
1982.45;7.59;44.52
1533.97;7.34;39.17
4623.3;8.44;67.99
1231.39;7.12;35.09
2391.41;7.78;48.9
650.23;6.48;25.5
3212.66;8.08;56.68
1652.5;7.41;40.65
1135.55;7.04;33.7
3939.5;8.28;62.77
1090.3;7;33.02
2492.23;7.82;49.92
1809.33;7.5;42.54
6091.36;8.71;78.05
2634.06;7.88;51.32
2128.18;7.66;46.13
1810.77;7.5;42.55
7064.59;8.86;84.05
1090.41;7;33.02
1278.19;7.15;35.75
2356.03;7.77;48.54
717.31;6.58;26.78
2059.7;7.63;45.38
706.27;6.56;26.58
1140.99;7.04;33.78
4086.97;8.32;63.93
5368.85;8.59;73.27
5739.21;8.66;75.76
2507.18;7.83;50.07
3170.16;8.06;56.3
4304.28;8.37;65.61
2784.82;7.93;52.77
3940.57;8.28;62.77
2435.14;7.8;49.35
5220.12;8.56;72.25
1434.87;7.27;37.88
771.07;6.65;27.77
3124.36;8.05;55.9
2374.1;7.77;48.72
1598.62;7.38;39.98
2838.85;7.95;53.28
1992.31;7.6;44.64
2013.23;7.61;44.87
2318.88;7.75;48.15
2461.85;7.81;49.62
2557.16;7.85;50.57
2918.08;7.98;54.02
5952.7;8.69;77.15
1676.38;7.42;40.94
1578.43;7.36;39.73
1575.24;7.36;39.69
3576.14;8.18;59.8
1046.12;6.95;32.34
985.15;6.89;31.39
2191.6;7.69;46.81
3261.94;8.09;57.11
2650.18;7.88;51.48
2052.44;7.63;45.3
2020;7.61;44.94
2396.73;7.78;48.96
4400.36;8.39;66.34
1615.19;7.39;40.19
4848.2;8.49;69.63
1508.68;7.32;38.84
2663.62;7.89;51.61
3993.74;8.29;63.2
7006.97;8.85;83.71
4915.32;8.5;70.11
4407.85;8.39;66.39
2261.16;7.72;47.55
2696.48;7.9;51.93
1594.02;7.37;39.93
3070.99;8.03;55.42
4406.7;8.39;66.38
2242.13;7.72;47.35
2268.38;7.73;47.63
5087.37;8.53;71.33
2876;7.96;53.63
3464.91;8.15;58.86
4077.8;8.31;63.86
2508.34;7.83;50.08
2471.13;7.81;49.71
1469.57;7.29;38.33
1938.93;7.57;44.03
2668.95;7.89;51.66
1856.4;7.53;43.09
2987.39;8;54.66
1978.55;7.59;44.48
1758.08;7.47;41.93
3124.89;8.05;55.9
4807.14;8.48;69.33
2270.22;7.73;47.65
1312.58;7.18;36.23
3346.15;8.12;57.85
1542.08;7.34;39.27
3689.99;8.21;60.75
1967.51;7.59;44.36
4113.99;8.32;64.14
1331.16;7.19;36.49
3275.22;8.09;57.23
3495.04;8.16;59.12
2061.68;7.63;45.41
1092.99;7;33.06
2822.58;7.95;53.13
847.31;6.74;29.11
1296.44;7.17;36.01
2083.65;7.64;45.65
1709.82;7.44;41.35
1492.55;7.31;38.63
1342.98;7.2;36.65
2051.9;7.63;45.3
1339.06;7.2;36.59
7199.02;8.88;84.85
2314.46;7.75;48.11
2558.22;7.85;50.58
2274.46;7.73;47.69
929.19;6.84;30.48
1380.2;7.23;37.15
1803.27;7.5;42.46
2190.06;7.69;46.8
4361.21;8.38;66.04
2545.02;7.84;50.45
2360.39;7.77;48.58
2079.99;7.64;45.61
2528.97;7.84;50.29
1701.31;7.44;41.25
2522.44;7.83;50.22
4675.12;8.45;68.37
3342.43;8.11;57.81
1595.7;7.38;39.95
682.88;6.53;26.13
2003.8;7.6;44.76
2425.45;7.79;49.25
466.45;6.15;21.6
2152.62;7.67;46.4
5379.09;8.59;73.34
1534.8;7.34;39.18
1410.59;7.25;37.56
3141.78;8.05;56.05
728.94;6.59;27
1367.34;7.22;36.98
2935.22;7.98;54.18
2816.09;7.94;53.07
1480.97;7.3;38.48
1966.37;7.58;44.34
1549.04;7.35;39.36
2201.56;7.7;46.92
2993.89;8;54.72
935.99;6.84;30.59
4731.51;8.46;68.79
2645.89;7.88;51.44
1163.83;7.06;34.11
2262.91;7.72;47.57
2123.1;7.66;46.08
5845.87;8.67;76.46
1229.79;7.12;35.07
1522.1;7.33;39.01
1387.32;7.24;37.25
1834.04;7.51;42.83
2363.6;7.77;48.62
2693.18;7.9;51.9
2970.63;8;54.5
2801.11;7.94;52.93
873.12;6.77;29.55
1162.59;7.06;34.1
3347.14;8.12;57.85
2535.41;7.84;50.35
2381.37;7.78;48.8
3759.33;8.23;61.31
3025.66;8.02;55.01
2289.19;7.74;47.85
3619.96;8.19;60.17
2788.62;7.93;52.81
4028.79;8.3;63.47
3331.97;8.11;57.72
1761.39;7.47;41.97
572.32;6.35;23.92
1656.36;7.41;40.7
2055.51;7.63;45.34
2784.69;7.93;52.77
1867.87;7.53;43.22
1395.45;7.24;37.36
1483.66;7.3;38.52
1039.03;6.95;32.23
2334.71;7.76;48.32
1008.02;6.92;31.75
1619.13;7.39;40.24
2627.96;7.87;51.26
3713.42;8.22;60.94
2011.68;7.61;44.85
2073.78;7.64;45.54
1727.27;7.45;41.56
2600.11;7.86;50.99
2552.49;7.85;50.52
1787.29;7.49;42.28
2136.72;7.67;46.22
1284.3;7.16;35.84
631.92;6.45;25.14
1857.69;7.53;43.1
2666.14;7.89;51.63
1625.1;7.39;40.31
2415.4;7.79;49.15
2160.3;7.68;46.48
3192.25;8.07;56.5
3416.77;8.14;58.45
1652.66;7.41;40.65
8102.66;9;90.01
2629.8;7.88;51.28
2907.19;7.98;53.92
1751.43;7.47;41.85
1199.93;7.09;34.64
1160.27;7.06;34.06
3079.21;8.03;55.49
1068.96;6.98;32.69
3502.39;8.16;59.18
1317.36;7.18;36.3
2864.35;7.96;53.52
4764.06;8.47;69.02
2708.26;7.9;52.04
2882.29;7.97;53.69
1883.13;7.54;43.4
2240.09;7.71;47.33
2167.46;7.68;46.56
2262.11;7.72;47.56
1207.95;7.1;34.76
1819.57;7.51;42.66
1883.7;7.54;43.4
1768.36;7.48;42.05
2539.04;7.84;50.39
2523.54;7.83;50.23
2219.61;7.71;47.11
2699.42;7.9;51.96
1514.02;7.32;38.91
2699.96;7.9;51.96
2244.48;7.72;47.38
1382.7;7.23;37.18
1390.3;7.24;37.29
1237.16;7.12;35.17
1211.82;7.1;34.81
3828.67;8.25;61.88
1107.82;7.01;33.28
4444.66;8.4;66.67
1840.13;7.52;42.9
3559.37;8.18;59.66
1982.85;7.59;44.53
1201.62;7.09;34.66
5117.71;8.54;71.54
3002.74;8.01;54.8
3103.93;8.04;55.71
3443.29;8.14;58.68
1185.8;7.08;34.44
3834.36;8.25;61.92
5354.52;8.59;73.17
2045.54;7.62;45.23
2190.38;7.69;46.8
240.92;5.49;15.52
2557.98;7.85;50.58
518.25;6.25;22.77
2641.98;7.88;51.4
1478.83;7.3;38.46
3034.03;8.02;55.08
2343.13;7.76;48.41
3053.77;8.02;55.26
2996.46;8.01;54.74
2963.11;7.99;54.43
3033.98;8.02;55.08
8739.85;9.08;93.49
2905.38;7.97;53.9
2574.23;7.85;50.74
2577.79;7.86;50.77
1438.26;7.27;37.92
1967.81;7.59;44.36
2051.96;7.63;45.3
1795.76;7.49;42.38
1927.48;7.56;43.9
3076.13;8.03;55.46
3815.57;8.25;61.77
4185.94;8.34;64.7
2782.57;7.93;52.75
3667.51;8.21;60.56
111.54;4.72;10.56
3022.88;8.01;54.98
2543.09;7.84;50.43
2510.97;7.83;50.11
2044.49;7.62;45.22
2578.32;7.86;50.78
1122.29;7.02;33.5
2751.42;7.92;52.45
2364.2;7.77;48.62
2323.35;7.75;48.2
2924.2;7.98;54.08
1357.82;7.21;36.85
3722.91;8.22;61.02
2599.78;7.86;50.99
1130.5;7.03;33.62
885.2;6.79;29.75
4931.4;8.5;70.22
70.51;4.27;8.4
1927.71;7.56;43.91
3065.67;8.03;55.37
2320.88;7.75;48.18
1680.29;7.43;40.99
3737.86;8.23;61.14
2115.34;7.66;45.99
239.09;5.48;15.46
3829.73;8.25;61.88
1511.72;7.32;38.88
3614.81;8.19;60.12
953.54;6.86;30.88
1725.38;7.45;41.54
6483.28;8.78;80.52
1892.75;7.55;43.51
4320.08;8.37;65.73
2572.19;7.85;50.72
3063.99;8.03;55.35
2278.29;7.73;47.73
3434.2;8.14;58.6
2951.29;7.99;54.33
3622.13;8.2;60.18
1777.92;7.48;42.17
645.35;6.47;25.4
2679.01;7.89;51.76
5336.63;8.58;73.05
1836.25;7.52;42.85
2482.06;7.82;49.82
3653.68;8.2;60.45
3074.95;8.03;55.45
1415.28;7.26;37.62
1364.83;7.22;36.94
1136.26;7.04;33.71
2347.05;7.76;48.45
3252.89;8.09;57.03
2160.1;7.68;46.48
1153.89;7.05;33.97
1841.82;7.52;42.92
2052.95;7.63;45.31
3018.01;8.01;54.94
1069.92;6.98;32.71
3966.42;8.29;62.98
927.62;6.83;30.46
2326.72;7.75;48.24
3784.34;8.24;61.52
1963.35;7.58;44.31
1983.73;7.59;44.54
702.82;6.56;26.51
1556.8;7.35;39.46
1726.12;7.45;41.55
1138.32;7.04;33.74
1952.38;7.58;44.19
3200.01;8.07;56.57
2846.73;7.95;53.35
4209.68;8.35;64.88
4009.59;8.3;63.32
2845.83;7.95;53.35
958.73;6.87;30.96
2626.59;7.87;51.25
2209.61;7.7;47.01
1789.98;7.49;42.31
1861.81;7.53;43.15
1866.89;7.53;43.21
1844.62;7.52;42.95
2553.68;7.85;50.53
4222.88;8.35;64.98
1065.94;6.97;32.65
4030.51;8.3;63.49
3099.43;8.04;55.67
2129.89;7.66;46.15
2483.23;7.82;49.83
2089.67;7.65;45.71
3342.13;8.11;57.81
2447.5;7.8;49.47
4897.63;8.5;69.98
1583.55;7.37;39.79
2026.18;7.61;45.01
958.55;6.87;30.96
1837.5;7.52;42.87
1917.02;7.56;43.78
3340.64;8.11;57.8
1769.78;7.48;42.07
887.81;6.79;29.8
2544.2;7.84;50.44
2644;7.88;51.42
1371.1;7.22;37.03
1581.05;7.37;39.76
806.77;6.69;28.4
1045.78;6.95;32.34
767.65;6.64;27.71
908.76;6.81;30.15
3262.71;8.09;57.12
1724.91;7.45;41.53
3278.02;8.1;57.25
5033.26;8.52;70.95
1020.71;6.93;31.95
8624.34;9.06;92.87
16697.28;9.72;129.22
2252.36;7.72;47.46
790.6;6.67;28.12
1832.11;7.51;42.8
1707.11;7.44;41.32
1072.91;6.98;32.76
881.92;6.78;29.7
1096.97;7;33.12
1850.13;7.52;43.01
1550.88;7.35;39.38
2050.54;7.63;45.28
996.06;6.9;31.56
2706.11;7.9;52.02
4552.97;8.42;67.48
2687.99;7.9;51.85
3012.76;8.01;54.89
2219.69;7.71;47.11
1871.67;7.54;43.26
2501.04;7.82;50.01
3494.65;8.16;59.12
1030.22;6.94;32.1
1482.73;7.3;38.51
1245.8;7.13;35.3
2995.99;8.01;54.74
5903.62;8.68;76.83
80.65;4.4;8.98
704.04;6.56;26.53
518.7;6.25;22.77
2091.32;7.65;45.73
496.52;6.21;22.28
1679.67;7.43;40.98
2264.09;7.73;47.58
175.18;5.17;13.24
4242.3;8.35;65.13
2049.15;7.63;45.27
3162;8.06;56.23
1564.05;7.36;39.55
2918.58;7.98;54.02
2852.95;7.96;53.41
418.62;6.04;20.46
2885.36;7.97;53.72
2103.48;7.65;45.86
4481.55;8.41;66.94
1989.85;7.6;44.61
6080.38;8.71;77.98
2213.23;7.7;47.04
3046.94;8.02;55.2
2331.83;7.75;48.29
6353.98;8.76;79.71
1548.29;7.35;39.35
936.07;6.84;30.6
2856.32;7.96;53.44
1889.31;7.54;43.47
3601.58;8.19;60.01
4171.89;8.34;64.59
459.58;6.13;21.44
700.39;6.55;26.46
2525.91;7.83;50.26
2822.37;7.95;53.13
778.32;6.66;27.9
3682.83;8.21;60.69
2042.25;7.62;45.19
1034.98;6.94;32.17
2280.51;7.73;47.75
816.6;6.71;28.58
1024.73;6.93;32.01
928.56;6.83;30.47
501.37;6.22;22.39
559.79;6.33;23.66
962.53;6.87;31.02
1505.02;7.32;38.79
137.89;4.93;11.74
2831.42;7.95;53.21
2901.94;7.97;53.87
3409.67;8.13;58.39
262.05;5.57;16.19
804.91;6.69;28.37
1215.68;7.1;34.87
2315.8;7.75;48.12
1903.73;7.55;43.63
1931.52;7.57;43.95
772.04;6.65;27.79
3136.52;8.05;56
463.89;6.14;21.54
1001.41;6.91;31.65
2761.15;7.92;52.55
3096.13;8.04;55.64
1295.77;7.17;36
2548.37;7.84;50.48
1328.72;7.19;36.45
3848.68;8.26;62.04
1230.33;7.12;35.08
973.76;6.88;31.21
1255.33;7.14;35.43
1809.49;7.5;42.54
4269.72;8.36;65.34
3767.35;8.23;61.38
2096.98;7.65;45.79
2261.04;7.72;47.55
1230.06;7.12;35.07
3384.24;8.13;58.17
804.3;6.69;28.36
3131.97;8.05;55.96
3772.95;8.24;61.42
1486.88;7.31;38.56
2534.34;7.84;50.34
2926.21;7.98;54.09
2838.93;7.95;53.28
2261.48;7.72;47.56
2718.77;7.91;52.14
2043.78;7.62;45.21
1009.08;6.92;31.77
2113.85;7.66;45.98
2828.98;7.95;53.19
3373.79;8.12;58.08
1054.12;6.96;32.47
1009.41;6.92;31.77
1788.47;7.49;42.29
1699.19;7.44;41.22
2467.47;7.81;49.67
1246.5;7.13;35.31
517.5;6.25;22.75
2562.77;7.85;50.62
3401.17;8.13;58.32
1730.08;7.46;41.59
5493.93;8.61;74.12
1740.29;7.46;41.72
1256.11;7.14;35.44
759.5;6.63;27.56
3571.63;8.18;59.76
4512.04;8.41;67.17
2310.26;7.75;48.07
2838.15;7.95;53.27
702.82;6.56;26.51
2243.89;7.72;47.37
1746.87;7.47;41.8
1054.75;6.96;32.48
1474.05;7.3;38.39
16417.06;9.71;128.13
4347.03;8.38;65.93
7220.14;8.88;84.97
539.31;6.29;23.22
830.5;6.72;28.82
618.29;6.43;24.87
1677.22;7.43;40.95
3904.55;8.27;62.49
1095.15;7;33.09
1057.13;6.96;32.51
1142.67;7.04;33.8
2007.21;7.6;44.8
1074.43;6.98;32.78
823.2;6.71;28.69
511.46;6.24;22.62
2799.12;7.94;52.91
1790.29;7.49;42.31
5875.96;8.68;76.65
1859.93;7.53;43.13
1513.44;7.32;38.9
2302.08;7.74;47.98
543.34;6.3;23.31
878.63;6.78;29.64
431.61;6.07;20.78
944.65;6.85;30.74
2006.62;7.6;44.8
226.2;5.43;15.04
417.53;6.04;20.43
396.52;5.99;19.91
576.96;6.36;24.02
1271.56;7.15;35.66
843.59;6.74;29.04
3369.66;8.12;58.05
2646.71;7.88;51.45
2117.43;7.66;46.02
433.54;6.07;20.82
1709.92;7.44;41.35
2091.88;7.65;45.74
1600.21;7.38;40
1809.55;7.5;42.54
941.28;6.85;30.68
923.02;6.83;30.38
2864.82;7.96;53.52
3017.16;8.01;54.93
4575.02;8.43;67.64
2822.4;7.95;53.13
2505.71;7.83;50.06
3037.65;8.02;55.11
1927.35;7.56;43.9
2527.74;7.84;50.28
2864.14;7.96;53.52
1789.85;7.49;42.31
2915.97;7.98;54
347.3;5.85;18.64
692.9;6.54;26.32
3729.13;8.22;61.07
311.83;5.75;17.66
5914.44;8.69;76.91
991.98;6.9;31.5
748.29;6.62;27.35
4468.62;8.41;66.85
1190.63;7.08;34.51
1283.34;7.16;35.82
605.37;6.41;24.6
3290.06;8.1;57.36
4888.92;8.49;69.92
1599.06;7.38;39.99
657.83;6.49;25.65
1955.64;7.58;44.22
2090.55;7.65;45.72
1089.65;6.99;33.01
912.68;6.82;30.21
1237;7.12;35.17
3130.89;8.05;55.95
2963.19;7.99;54.44
2093.79;7.65;45.76
2517.48;7.83;50.17
1765.99;7.48;42.02
738.04;6.61;27.17
1006.09;6.91;31.72
969.35;6.88;31.13
3686.62;8.21;60.72
4211.16;8.35;64.89
547.22;6.31;23.39
931.3;6.84;30.52
597.87;6.4;24.45
1519.49;7.33;38.98
1145.57;7.04;33.85
656.96;6.49;25.63
2636.08;7.88;51.34
1021.6;6.93;31.96
1338.17;7.2;36.58
128.18;4.86;11.32
2676.83;7.89;51.74
593.59;6.39;24.36
2744.46;7.92;52.39
446.33;6.1;21.13
1557.2;7.35;39.46
589.92;6.38;24.29
2305.19;7.74;48.01
1951.67;7.58;44.18
2181.99;7.69;46.71
2180.93;7.69;46.7
648.59;6.48;25.47
6357.05;8.76;79.73
841.61;6.74;29.01
557.64;6.33;23.61
4222.02;8.35;64.98
972.71;6.88;31.19
1759.52;7.47;41.95
1184.34;7.08;34.41
1957.88;7.58;44.25
2320.33;7.75;48.17
1842.22;7.52;42.92
2457.04;7.81;49.57
805.42;6.69;28.38
1188.68;7.08;34.48
1160;7.06;34.06
1201.16;7.09;34.66
1245.1;7.13;35.29
1817.36;7.51;42.63
1082.9;6.99;32.91
1998.51;7.6;44.7
1718.96;7.45;41.46
5118.84;8.54;71.55
2221.14;7.71;47.13
1903.07;7.55;43.62
3142.42;8.05;56.06
1611.17;7.39;40.14
3616.2;8.19;60.13
687.25;6.53;26.22
4290.75;8.36;65.5
1361.13;7.22;36.89
4445.01;8.4;66.67
2452.27;7.81;49.52
2378.15;7.77;48.77
2314.44;7.75;48.11
3133.46;8.05;55.98
2001.4;7.6;44.74
928.13;6.83;30.47
4384.32;8.39;66.21
237.71;5.48;15.42
2245.7;7.72;47.39
2665.68;7.89;51.63
2407.86;7.79;49.07
1938.64;7.57;44.03
849.26;6.75;29.14
2261.92;7.72;47.56
997.63;6.91;31.59
2718.83;7.91;52.14
34.47;3.57;5.87
2357.03;7.77;48.55
4116.55;8.32;64.16
1115.11;7.02;33.39
1508.33;7.32;38.84
5220.6;8.56;72.25
2035.49;7.62;45.12
2681.8;7.89;51.79
3745.01;8.23;61.2
1739.17;7.46;41.7
895.96;6.8;29.93
989.02;6.9;31.45
3389.24;8.13;58.22
3066.93;8.03;55.38
3949.75;8.28;62.85
4454.23;8.4;66.74
2054.31;7.63;45.32
146.31;4.99;12.1
323.82;5.78;17.99
1655.67;7.41;40.69
1674.21;7.42;40.92
722.5;6.58;26.88
1484.2;7.3;38.53
1265.95;7.14;35.58
3750.33;8.23;61.24
3235.42;8.08;56.88
446.69;6.1;21.14
860.65;6.76;29.34
1761.79;7.47;41.97
3497.88;8.16;59.14
1515.62;7.32;38.93
2855.27;7.96;53.43
1843.58;7.52;42.94
1853.52;7.53;43.05
215.28;5.38;14.67
447.8;6.11;21.16
1252.69;7.13;35.39
103.7;4.65;10.18
4814.96;8.48;69.39
769.68;6.65;27.74
959.26;6.87;30.97
1884.19;7.54;43.41
467.49;6.15;21.62
222.03;5.41;14.9
1162.81;7.06;34.1
1429.63;7.27;37.81
5110.07;8.54;71.48
1315.51;7.18;36.27
1056.03;6.96;32.5
1885.14;7.54;43.42
3519.07;8.17;59.32
813.62;6.7;28.52
3479.27;8.15;58.99
473.18;6.16;21.75
260.21;5.57;16.13
938.12;6.84;30.63
2047.7;7.62;45.25
9529.26;9.16;97.62
2532.34;7.84;50.32
1611.17;7.39;40.14
1551.23;7.35;39.39
4172.21;8.34;64.59
948.23;6.86;30.79
1606.6;7.38;40.08
